DATE,TIME,Barometer (mmHg),ODO (% Sat),ODO (mg/L),ODO (% Local),Temp (°F)
08-31-2021,12:19:00,681.9,96.5,8.86,99.4,67.1
08-31-2021,12:19:30,681.9,96.4,8.86,99.4,67.1
08-31-2021,12:20:00,682,96.4,8.85,99.3,67.1
08-31-2021,12:20:30,682,96.3,8.85,99.3,67.1
08-31-2021,12:21:00,681.9,96.3,8.84,99.2,67.1
08-31-2021,12:21:30,681.8,96.3,8.84,99.2,67.1
08-31-2021,12:22:00,682,96.3,8.84,99.2,67.1
08-31-2021,12:22:30,681.9,96.2,8.83,99.1,67.1
08-31-2021,12:23:00,681.9,96.1,8.83,99,67
08-31-2021,12:23:30,681.9,96.1,8.83,99,67
08-31-2021,12:24:00,682,96,8.82,98.9,67
08-31-2021,12:24:30,682,95.9,8.82,98.8,67
08-31-2021,12:25:00,682,95.9,8.82,98.8,67
08-31-2021,12:25:30,682,95.9,8.81,98.8,67
08-31-2021,12:26:00,681.9,95.8,8.81,98.8,67
08-31-2021,12:26:30,682,95.8,8.81,98.7,67
08-31-2021,12:27:00,682,95.7,8.81,98.6,67
08-31-2021,12:27:30,682,95.7,8.8,98.6,67
08-31-2021,12:28:00,682,95.6,8.79,98.5,67
08-31-2021,12:28:30,681.9,95.5,8.79,98.4,67
08-31-2021,12:29:00,682,95.5,8.79,98.4,67
08-31-2021,12:29:30,681.8,95.5,8.79,98.4,67
08-31-2021,12:30:00,681.9,95.5,8.78,98.4,66.9
08-31-2021,12:30:30,681.9,95.4,8.78,98.3,66.9
08-31-2021,12:31:00,682,95.4,8.78,98.3,66.9
08-31-2021,12:31:30,682,95.3,8.77,98.2,66.9
08-31-2021,12:32:00,681.9,95.3,8.77,98.2,66.9
08-31-2021,12:32:30,681.8,95.3,8.77,98.2,66.9
08-31-2021,12:33:00,681.9,95.2,8.76,98.1,66.9
08-31-2021,12:33:30,681.9,95.2,8.77,98.1,66.9
08-31-2021,12:34:00,681.9,95.1,8.76,98,66.9
08-31-2021,12:34:30,682,95,8.75,97.9,66.9
08-31-2021,12:35:00,682,95,8.75,97.9,66.9
08-31-2021,12:35:30,681.9,95,8.75,97.9,66.9
08-31-2021,12:36:00,682,95,8.75,97.9,66.8
08-31-2021,12:36:30,682,94.9,8.74,97.8,66.8
08-31-2021,12:37:00,682,94.8,8.74,97.7,66.8
08-31-2021,12:37:30,682,94.8,8.73,97.7,66.8
08-31-2021,12:38:00,682,94.8,8.73,97.7,66.8
08-31-2021,12:38:30,682,94.8,8.73,97.7,66.8
08-31-2021,12:39:00,681.9,94.7,8.73,97.6,66.8
08-31-2021,12:39:30,681.8,94.7,8.73,97.6,66.8
08-31-2021,12:40:00,681.9,94.7,8.73,97.6,66.8
08-31-2021,12:40:30,681.9,94.6,8.72,97.5,66.8
08-31-2021,12:41:00,681.9,94.6,8.71,97.4,66.8
08-31-2021,12:41:30,682,94.5,8.71,97.4,66.8
08-31-2021,12:42:00,681.9,94.6,8.72,97.4,66.8
08-31-2021,12:42:30,682,94.5,8.71,97.4,66.8
08-31-2021,12:43:00,682,94.4,8.7,97.3,66.8
08-31-2021,12:43:30,681.9,94.4,8.7,97.3,66.7
08-31-2021,12:44:00,682,94.3,8.7,97.2,66.7
08-31-2021,12:44:30,682,94.3,8.69,97.1,66.7
08-31-2021,12:45:00,682,94.3,8.69,97.1,66.7
08-31-2021,12:45:30,682,94.2,8.69,97.1,66.7
08-31-2021,12:46:00,682,94.2,8.69,97,66.7
08-31-2021,12:46:30,682,94.1,8.68,97,66.7
08-31-2021,12:47:00,682,94.1,8.68,96.9,66.7
08-31-2021,12:47:30,682,94.1,8.68,96.9,66.7
08-31-2021,12:48:00,682,94,8.67,96.9,66.7
08-31-2021,12:48:30,682.1,93.9,8.66,96.8,66.7
08-31-2021,12:49:00,682,93.9,8.67,96.8,66.7
08-31-2021,12:49:30,682,93.9,8.67,96.8,66.7
08-31-2021,12:50:00,682,93.9,8.66,96.7,66.7
08-31-2021,12:50:30,682,93.8,8.66,96.7,66.7
08-31-2021,12:51:00,682,93.8,8.66,96.7,66.7
08-31-2021,12:51:30,682,93.8,8.65,96.6,66.7
08-31-2021,12:52:00,681.9,93.7,8.65,96.6,66.7
08-31-2021,12:52:30,682,93.7,8.65,96.5,66.7
08-31-2021,12:53:00,682,93.7,8.64,96.5,66.7
08-31-2021,12:53:30,682,93.6,8.64,96.4,66.7
08-31-2021,12:54:00,682,93.6,8.64,96.4,66.7
08-31-2021,12:54:30,682,93.6,8.64,96.4,66.6
08-31-2021,12:55:00,681.9,93.5,8.64,96.4,66.6
08-31-2021,12:55:30,681.9,93.5,8.64,96.4,66.6
08-31-2021,12:56:00,682,93.4,8.63,96.3,66.6
08-31-2021,12:56:30,681.9,93.4,8.63,96.2,66.6
08-31-2021,12:57:00,681.9,93.3,8.62,96.2,66.6
08-31-2021,12:57:30,681.9,93.3,8.62,96.1,66.6
08-31-2021,12:58:00,681.9,93.3,8.62,96.1,66.6
08-31-2021,12:58:30,682,93.3,8.62,96.1,66.6
08-31-2021,12:59:00,682,93.3,8.62,96.2,66.6
08-31-2021,12:59:30,682,93.3,8.61,96.2,66.7
08-31-2021,13:00:00,682,93.3,8.61,96.2,66.7
08-31-2021,13:00:30,681.9,93.4,8.61,96.2,66.7
08-31-2021,13:01:00,681.9,93.4,8.61,96.2,66.7
08-31-2021,13:01:30,681.8,93.4,8.61,96.2,66.8
08-31-2021,13:02:00,681.9,93.4,8.61,96.3,66.8
08-31-2021,13:02:30,682,93.5,8.61,96.3,66.8
08-31-2021,13:03:00,682,93.5,8.61,96.4,66.9
08-31-2021,13:03:30,682,93.6,8.61,96.4,66.9
08-31-2021,13:04:00,682,93.6,8.62,96.5,66.9
08-31-2021,13:04:30,681.9,93.7,8.62,96.6,67
08-31-2021,13:05:00,682,93.8,8.62,96.6,67
08-31-2021,13:05:30,681.8,93.8,8.62,96.7,67
08-31-2021,13:06:00,681.9,93.9,8.62,96.7,67.1
08-31-2021,13:06:30,681.9,93.9,8.62,96.7,67.1
08-31-2021,13:07:00,682,94,8.63,96.8,67.1
08-31-2021,13:07:30,682,94,8.63,96.9,67.2
08-31-2021,13:08:00,681.8,94,8.63,96.9,67.2
08-31-2021,13:08:30,681.9,94.1,8.63,97,67.2
08-31-2021,13:09:00,681.9,94.3,8.64,97.1,67.3
08-31-2021,13:09:30,682,94.4,8.65,97.2,67.3
08-31-2021,13:10:00,681.9,94.5,8.66,97.4,67.3
08-31-2021,13:10:30,682,94.5,8.66,97.4,67.4
08-31-2021,13:11:00,681.9,94.5,8.65,97.4,67.4
08-31-2021,13:11:30,681.7,94.6,8.66,97.5,67.4
08-31-2021,13:12:00,681.8,94.7,8.66,97.5,67.5
08-31-2021,13:12:30,681.8,94.8,8.67,97.6,67.5
08-31-2021,13:13:00,681.8,94.8,8.67,97.7,67.5
08-31-2021,13:13:30,681.8,94.9,8.67,97.8,67.5
08-31-2021,13:14:00,681.9,95,8.68,97.9,67.6
08-31-2021,13:14:30,681.7,95.1,8.69,98,67.6
08-31-2021,13:15:00,681.8,95.2,8.69,98.1,67.6
08-31-2021,13:15:30,681.9,95.3,8.69,98.2,67.7
08-31-2021,13:16:00,682,95.4,8.7,98.3,67.7
08-31-2021,13:16:30,681.9,95.5,8.71,98.4,67.7
08-31-2021,13:17:00,682,95.5,8.7,98.4,67.8
08-31-2021,13:17:30,682,95.5,8.71,98.4,67.8
08-31-2021,13:18:00,682,95.6,8.71,98.5,67.8
08-31-2021,13:18:30,682,95.7,8.72,98.7,67.8
08-31-2021,13:19:00,682,95.8,8.73,98.7,67.9
08-31-2021,13:19:30,682,95.9,8.73,98.8,67.9
08-31-2021,13:20:00,682,95.9,8.73,98.8,67.9
08-31-2021,13:20:30,681.9,96,8.73,98.9,68
08-31-2021,13:21:00,681.9,96,8.74,99,68
08-31-2021,13:21:30,682,96.1,8.74,99,68
08-31-2021,13:22:00,682,96.2,8.74,99.1,68
08-31-2021,13:22:30,682,96.2,8.74,99.2,68.1
08-31-2021,13:23:00,682,96.3,8.75,99.2,68.1
08-31-2021,13:23:30,682,96.4,8.75,99.3,68.1
08-31-2021,13:24:00,682,96.5,8.76,99.4,68.1
08-31-2021,13:24:30,682.1,96.6,8.76,99.5,68.2
08-31-2021,13:25:00,682,96.6,8.76,99.5,68.2
08-31-2021,13:25:30,682,96.7,8.77,99.6,68.3
08-31-2021,13:26:00,682,96.7,8.77,99.6,68.3
08-31-2021,13:26:30,682,96.7,8.77,99.7,68.3
08-31-2021,13:27:00,681.9,96.8,8.77,99.7,68.3
08-31-2021,13:27:30,682,96.9,8.78,99.8,68.3
08-31-2021,13:28:00,682,97.1,8.79,100,68.4
08-31-2021,13:28:30,682,97.1,8.8,100.1,68.4
08-31-2021,13:29:00,681.9,97.2,8.8,100.1,68.4
08-31-2021,13:29:30,682,97.2,8.8,100.2,68.4
08-31-2021,13:30:00,682,97.2,8.79,100.1,68.5
08-31-2021,13:30:30,682,97.3,8.8,100.2,68.5
08-31-2021,13:31:00,682,97.4,8.81,100.4,68.5
08-31-2021,13:31:30,682,97.5,8.81,100.4,68.6
08-31-2021,13:32:00,681.8,97.5,8.81,100.5,68.6
08-31-2021,13:32:30,682,97.6,8.81,100.5,68.6
08-31-2021,13:33:00,682,97.5,8.81,100.5,68.6
08-31-2021,13:33:30,682,97.5,8.8,100.4,68.6
08-31-2021,13:34:00,682,97.6,8.82,100.6,68.6
08-31-2021,13:34:30,682,97.7,8.82,100.7,68.6
08-31-2021,13:35:00,682,97.7,8.82,100.7,68.6
08-31-2021,13:35:30,682,97.7,8.82,100.7,68.7
08-31-2021,13:36:00,682,97.7,8.82,100.7,68.7
08-31-2021,13:36:30,682.1,97.9,8.83,100.9,68.7
08-31-2021,13:37:00,682,97.8,8.82,100.8,68.7
08-31-2021,13:37:30,682,97.9,8.82,100.9,68.8
08-31-2021,13:38:00,682.1,98,8.83,101,68.8
08-31-2021,13:38:30,682.1,98.1,8.83,101.1,68.9
08-31-2021,13:39:00,682.1,98.1,8.83,101.1,68.9
08-31-2021,13:39:30,682,98.2,8.83,101.2,69
08-31-2021,13:40:00,682.1,98.2,8.84,101.2,68.9
08-31-2021,13:40:30,682,98.3,8.85,101.3,68.9
08-31-2021,13:41:00,682.1,98.5,8.86,101.5,69
08-31-2021,13:41:30,682,98.6,8.87,101.6,69
08-31-2021,13:42:00,682.1,98.7,8.88,101.7,69
08-31-2021,13:42:30,682.1,98.9,8.89,101.9,69.1
08-31-2021,13:43:00,682.1,99,8.89,102,69.1
08-31-2021,13:43:30,682,99,8.9,102,69.1
08-31-2021,13:44:00,681.9,99.2,8.91,102.2,69.1
08-31-2021,13:44:30,682,99.3,8.91,102.3,69.2
08-31-2021,13:45:00,682.2,99.4,8.92,102.4,69.2
08-31-2021,13:45:30,682.1,99.5,8.93,102.5,69.2
08-31-2021,13:46:00,682.1,99.5,8.92,102.5,69.2
08-31-2021,13:46:30,682.1,99.5,8.93,102.5,69.2
08-31-2021,13:47:00,682.1,99.5,8.93,102.6,69.3
08-31-2021,13:47:30,682,99.6,8.93,102.6,69.3
08-31-2021,13:48:00,682,99.6,8.93,102.6,69.3
08-31-2021,13:48:30,682,99.7,8.94,102.8,69.3
08-31-2021,13:49:00,682.2,99.8,8.94,102.8,69.3
08-31-2021,13:49:30,682.1,99.8,8.94,102.8,69.3
08-31-2021,13:50:00,682.1,99.9,8.95,102.9,69.4
08-31-2021,13:50:30,682,99.9,8.95,102.9,69.4
08-31-2021,13:51:00,682,100,8.95,103,69.4
08-31-2021,13:51:30,682.1,100,8.95,103,69.4
08-31-2021,13:52:00,682.1,100.1,8.96,103.1,69.5
08-31-2021,13:52:30,682.1,100.1,8.96,103.1,69.5
08-31-2021,13:53:00,682.1,100.2,8.96,103.2,69.4
08-31-2021,13:53:30,681.9,100.2,8.97,103.2,69.4
08-31-2021,13:54:00,682.1,100.1,8.96,103.2,69.4
08-31-2021,13:54:30,682,100.1,8.96,103.2,69.4
08-31-2021,13:54:59,682,100,8.96,103.1,69.4
08-31-2021,13:55:29,682.1,100.1,8.96,103.1,69.4
08-31-2021,13:55:59,682,100,8.96,103,69.4
08-31-2021,13:56:29,682.1,100,8.95,103,69.4
08-31-2021,13:56:59,682.1,99.9,8.95,103,69.3
08-31-2021,13:57:29,682,99.9,8.95,102.9,69.3
08-31-2021,13:57:59,682,99.9,8.95,102.9,69.3
08-31-2021,13:58:29,682.1,99.7,8.94,102.8,69.3
08-31-2021,13:58:59,682.1,99.7,8.94,102.7,69.3
08-31-2021,13:59:29,682.1,99.6,8.93,102.7,69.3
08-31-2021,13:59:59,682.1,99.5,8.93,102.6,69.3
08-31-2021,14:00:29,682,99.5,8.92,102.5,69.2
08-31-2021,14:00:59,682.1,99.4,8.92,102.4,69.2
08-31-2021,14:01:29,682.1,99.4,8.92,102.4,69.2
08-31-2021,14:01:59,682.2,99.3,8.91,102.3,69.2
08-31-2021,14:02:29,682.1,99.2,8.91,102.2,69.2
08-31-2021,14:02:59,682.1,99.1,8.9,102.1,69.2
08-31-2021,14:03:29,682.1,99,8.89,102.1,69.2
08-31-2021,14:03:59,682.1,99,8.89,102,69.1
08-31-2021,14:04:29,682.1,99,8.89,102,69.1
08-31-2021,14:04:59,682.1,98.9,8.89,101.9,69.1
08-31-2021,14:05:29,682,98.9,8.88,101.9,69.1
08-31-2021,14:05:59,682.1,98.8,8.88,101.8,69.1
08-31-2021,14:06:29,682.1,98.8,8.88,101.8,69.1
08-31-2021,14:06:59,682.1,98.7,8.87,101.7,69
08-31-2021,14:07:29,682.2,98.6,8.86,101.6,69
08-31-2021,14:07:59,682.1,98.6,8.86,101.6,69
08-31-2021,14:08:29,682.2,98.5,8.85,101.4,69
08-31-2021,14:08:59,682,98.4,8.85,101.4,69
08-31-2021,14:09:29,682,98.4,8.85,101.4,69
08-31-2021,14:09:59,682,98.3,8.85,101.3,69
08-31-2021,14:10:29,682.1,98.3,8.85,101.3,69
08-31-2021,14:10:59,682.1,98.3,8.84,101.2,68.9
08-31-2021,14:11:29,682.1,98.2,8.84,101.2,68.9
08-31-2021,14:11:59,682.1,98.2,8.84,101.1,68.9
08-31-2021,14:12:29,682.1,98,8.83,101,68.9
08-31-2021,14:12:59,682.1,98,8.82,100.9,68.9
08-31-2021,14:13:29,682.1,97.9,8.82,100.9,68.9
08-31-2021,14:13:59,682.1,97.9,8.82,100.8,68.9
08-31-2021,14:14:29,682.2,97.8,8.81,100.7,68.8
08-31-2021,14:14:59,682.1,97.8,8.81,100.7,68.8
08-31-2021,14:15:29,682.1,97.7,8.8,100.6,68.8
08-31-2021,14:15:59,682.1,97.5,8.79,100.5,68.8
08-31-2021,14:16:29,682.1,97.5,8.78,100.4,68.8
08-31-2021,14:16:59,682.1,97.4,8.79,100.4,68.8
08-31-2021,14:17:29,682.1,97.4,8.78,100.4,68.8
08-31-2021,14:17:59,682.1,97.3,8.78,100.3,68.8
08-31-2021,14:18:29,682.1,97.2,8.77,100.2,68.7
08-31-2021,14:18:59,682.2,97.2,8.77,100.2,68.7
08-31-2021,14:19:29,682.1,97.2,8.77,100.1,68.7
08-31-2021,14:19:59,682,97.2,8.77,100.1,68.7
08-31-2021,14:20:29,682,97.2,8.77,100.1,68.7
08-31-2021,14:20:59,682.1,97,8.76,100,68.7
08-31-2021,14:21:29,682.1,97,8.75,99.9,68.7
08-31-2021,14:21:59,682.1,96.9,8.75,99.8,68.7
08-31-2021,14:22:29,682.2,96.9,8.74,99.8,68.6
08-31-2021,14:22:59,682.2,96.9,8.74,99.8,68.6
08-31-2021,14:23:29,682.1,96.8,8.74,99.7,68.6
08-31-2021,14:23:59,682.3,96.7,8.73,99.6,68.6
08-31-2021,14:24:29,682.1,96.7,8.73,99.6,68.6
08-31-2021,14:24:59,682.1,96.6,8.72,99.5,68.6
08-31-2021,14:25:29,682.1,96.5,8.71,99.4,68.6
08-31-2021,14:25:59,682,96.4,8.72,99.4,68.6
08-31-2021,14:26:29,682.2,96.4,8.71,99.3,68.6
08-31-2021,14:26:59,682.2,96.3,8.71,99.3,68.6
08-31-2021,14:27:29,682.1,96.3,8.7,99.2,68.5
08-31-2021,14:27:59,682.1,96.2,8.7,99.1,68.5
08-31-2021,14:28:29,682.2,96.2,8.69,99.1,68.5
08-31-2021,14:28:59,682.1,96.1,8.69,99,68.5
08-31-2021,14:29:29,682,96.1,8.69,99.1,68.5
08-31-2021,14:29:59,682,96.1,8.69,99,68.5
08-31-2021,14:30:29,682,96,8.68,98.9,68.5
08-31-2021,14:30:59,682,95.9,8.68,98.8,68.5
08-31-2021,14:31:29,682.1,95.8,8.67,98.8,68.5
08-31-2021,14:31:59,682,95.8,8.67,98.7,68.4
08-31-2021,14:32:29,682,95.8,8.67,98.7,68.4
08-31-2021,14:32:59,682,95.8,8.67,98.7,68.4
08-31-2021,14:33:29,682,95.8,8.67,98.7,68.4
08-31-2021,14:33:59,682,95.7,8.66,98.6,68.4
08-31-2021,14:34:29,682,95.6,8.65,98.5,68.4
08-31-2021,14:34:59,682,95.5,8.65,98.4,68.4
08-31-2021,14:35:29,682,95.5,8.65,98.4,68.4
08-31-2021,14:35:59,682,95.4,8.64,98.3,68.4
08-31-2021,14:36:29,682,95.4,8.64,98.2,68.4
08-31-2021,14:36:59,682,95.4,8.64,98.3,68.4
08-31-2021,14:37:29,682.1,95.3,8.64,98.2,68.4
08-31-2021,14:37:59,682.2,95.2,8.63,98.1,68.3
08-31-2021,14:38:29,682.1,95.2,8.63,98.1,68.3
08-31-2021,14:38:59,682,95.2,8.63,98.1,68.3
08-31-2021,14:39:29,682.1,95.1,8.62,98,68.3
08-31-2021,14:39:59,682.1,95.1,8.62,98,68.3
08-31-2021,14:40:29,682.1,95,8.61,97.9,68.3
08-31-2021,14:40:59,682.1,95,8.61,97.9,68.3
08-31-2021,14:41:29,682.2,95,8.61,97.8,68.3
08-31-2021,14:41:59,682.1,95,8.61,97.9,68.3
08-31-2021,14:42:29,682.3,94.9,8.6,97.8,68.3
08-31-2021,14:42:59,682.1,94.8,8.6,97.7,68.3
08-31-2021,14:43:29,682.1,94.8,8.6,97.7,68.3
08-31-2021,14:43:59,682.3,94.8,8.6,97.7,68.2
08-31-2021,14:44:29,682.1,94.7,8.59,97.6,68.2
08-31-2021,14:44:59,682.2,94.7,8.59,97.6,68.2
08-31-2021,14:45:29,682.2,94.6,8.59,97.5,68.2
08-31-2021,14:45:59,682.2,94.6,8.58,97.5,68.2
08-31-2021,14:46:29,682.1,94.6,8.58,97.5,68.2
08-31-2021,14:46:59,682.2,94.6,8.58,97.4,68.2
08-31-2021,14:47:29,682.1,94.5,8.57,97.3,68.2
08-31-2021,14:47:59,682.2,94.5,8.57,97.3,68.2
08-31-2021,14:48:29,682.1,94.4,8.57,97.3,68.2
08-31-2021,14:48:59,682.2,94.4,8.57,97.3,68.2
08-31-2021,14:49:29,682.1,94.4,8.57,97.3,68.2
08-31-2021,14:49:59,682.1,94.5,8.57,97.3,68.2
08-31-2021,14:50:29,682.2,94.4,8.56,97.3,68.3
08-31-2021,14:50:59,682.1,94.5,8.56,97.3,68.3
08-31-2021,14:51:29,682.1,94.5,8.56,97.4,68.3
08-31-2021,14:51:59,682.2,94.6,8.57,97.4,68.4
08-31-2021,14:52:29,682.1,94.6,8.57,97.5,68.4
08-31-2021,14:52:59,682.2,94.6,8.57,97.5,68.4
08-31-2021,14:53:29,682.3,94.6,8.56,97.5,68.4
08-31-2021,14:53:59,682.2,94.7,8.57,97.6,68.5
08-31-2021,14:54:29,682.1,94.8,8.57,97.7,68.5
08-31-2021,14:54:59,682.2,94.8,8.58,97.7,68.5
08-31-2021,14:55:29,682.2,95,8.58,97.9,68.5
08-31-2021,14:55:59,682.3,95,8.58,97.9,68.6
08-31-2021,14:56:29,682.2,95,8.59,97.9,68.6
08-31-2021,14:56:59,682.2,95.1,8.59,98,68.6
08-31-2021,14:57:29,682,95.2,8.59,98.1,68.7
08-31-2021,14:57:59,682,95.2,8.59,98.1,68.7
08-31-2021,14:58:29,682,95.3,8.6,98.2,68.7
08-31-2021,14:58:59,682,95.4,8.6,98.3,68.7
08-31-2021,14:59:29,682,95.4,8.6,98.3,68.8
08-31-2021,14:59:59,682,95.5,8.61,98.4,68.8
08-31-2021,15:00:29,682,95.6,8.61,98.5,68.8
08-31-2021,15:00:59,682,95.6,8.62,98.5,68.8
08-31-2021,15:01:29,682.1,95.7,8.62,98.6,68.9
08-31-2021,15:01:59,682.1,95.8,8.63,98.7,68.9
08-31-2021,15:02:29,682.1,95.9,8.63,98.8,68.9
08-31-2021,15:02:59,682.1,96,8.64,98.9,69
08-31-2021,15:03:29,682.1,96.1,8.64,99,69
08-31-2021,15:03:59,682.1,96.1,8.65,99.1,69
08-31-2021,15:04:29,682.1,96.2,8.65,99.1,69
08-31-2021,15:04:59,682.1,96.2,8.64,99.1,69.1
08-31-2021,15:05:29,682.1,96.1,8.63,99,69.1
08-31-2021,15:05:59,682.1,96.1,8.63,99,69.1
08-31-2021,15:06:29,682.1,96.3,8.65,99.2,69.1
08-31-2021,15:06:59,682.1,96.4,8.66,99.4,69.2
08-31-2021,15:07:29,682.2,96.4,8.65,99.4,69.2
08-31-2021,15:07:59,682.1,96.6,8.67,99.6,69.2
08-31-2021,15:08:29,682.3,96.7,8.68,99.7,69.2
08-31-2021,15:08:59,682.1,96.8,8.68,99.7,69.3
08-31-2021,15:09:29,682.2,96.8,8.68,99.7,69.3
08-31-2021,15:09:59,682.1,96.8,8.67,99.7,69.3
08-31-2021,15:10:29,682.2,97,8.69,99.9,69.3
08-31-2021,15:10:59,682.1,97.1,8.7,100,69.4
08-31-2021,15:11:29,682.2,97.1,8.7,100,69.4
08-31-2021,15:11:59,682.2,97.2,8.71,100.2,69.4
08-31-2021,15:12:29,682.2,97.3,8.71,100.3,69.4
08-31-2021,15:12:59,682.1,97.3,8.71,100.3,69.5
08-31-2021,15:13:29,682.2,97.5,8.72,100.4,69.5
08-31-2021,15:13:59,682.2,97.4,8.72,100.4,69.5
08-31-2021,15:14:29,682.2,97.5,8.72,100.5,69.5
08-31-2021,15:14:59,682.2,97.6,8.72,100.5,69.5
08-31-2021,15:15:29,682.3,97.6,8.73,100.6,69.5
08-31-2021,15:15:59,682.3,97.7,8.73,100.6,69.6
08-31-2021,15:16:29,682.3,97.7,8.73,100.7,69.6
08-31-2021,15:16:59,682.2,97.8,8.74,100.8,69.6
08-31-2021,15:17:29,682.1,97.9,8.74,100.9,69.6
08-31-2021,15:17:59,682.3,98,8.75,101,69.7
08-31-2021,15:18:29,682.2,98.1,8.75,101,69.7
08-31-2021,15:18:59,682.3,98.1,8.75,101,69.7
08-31-2021,15:19:29,682.3,98.2,8.76,101.2,69.7
08-31-2021,15:19:59,682.1,98.2,8.76,101.2,69.7
08-31-2021,15:20:29,682.3,98.3,8.77,101.3,69.8
08-31-2021,15:20:59,682.2,98.4,8.77,101.3,69.8
08-31-2021,15:21:29,682.3,98.5,8.78,101.5,69.8
08-31-2021,15:21:59,682.2,98.5,8.78,101.5,69.8
08-31-2021,15:22:29,682.3,98.6,8.78,101.6,69.9
08-31-2021,15:22:59,682.3,98.6,8.78,101.5,69.9
08-31-2021,15:23:29,682.3,98.7,8.79,101.7,69.9
08-31-2021,15:23:59,682.3,98.8,8.8,101.8,69.9
08-31-2021,15:24:29,682.2,98.9,8.8,101.9,69.9
08-31-2021,15:24:59,682.3,98.9,8.8,101.9,70
08-31-2021,15:25:29,682.2,98.8,8.79,101.8,70
08-31-2021,15:25:59,682.3,98.9,8.8,101.9,70
08-31-2021,15:26:29,682.3,99.1,8.81,102.1,70
08-31-2021,15:26:59,682.2,99.1,8.82,102.1,70
08-31-2021,15:27:29,682.1,99.2,8.82,102.2,70.1
08-31-2021,15:27:59,682.1,99.3,8.82,102.3,70.1
08-31-2021,15:28:29,682.2,99.3,8.82,102.3,70.1
08-31-2021,15:28:59,682.2,99.4,8.83,102.4,70.1
08-31-2021,15:29:29,682.2,99.4,8.83,102.4,70.1
08-31-2021,15:29:59,682.2,99.4,8.83,102.5,70.2
08-31-2021,15:30:29,682.3,99.5,8.84,102.5,70.2
08-31-2021,15:30:59,682.3,99.6,8.84,102.6,70.2
08-31-2021,15:31:29,682.2,99.7,8.85,102.7,70.2
08-31-2021,15:31:59,682.3,99.8,8.86,102.9,70.3
08-31-2021,15:32:29,682.1,99.9,8.86,102.9,70.3
08-31-2021,15:32:59,682.1,100,8.87,103,70.3
08-31-2021,15:33:29,682.3,100,8.87,103,70.3
08-31-2021,15:33:59,682.2,100,8.86,103,70.3
08-31-2021,15:34:29,682.3,100,8.87,103.1,70.3
08-31-2021,15:34:59,682.3,100,8.87,103.1,70.4
08-31-2021,15:35:29,682.3,100,8.86,103.1,70.4
08-31-2021,15:35:59,682.3,100.2,8.87,103.2,70.4
08-31-2021,15:36:29,682.3,100.3,8.88,103.4,70.4
08-31-2021,15:36:59,682.2,100.3,8.88,103.4,70.4
08-31-2021,15:37:29,682.2,100.4,8.89,103.5,70.5
08-31-2021,15:37:59,682.3,100.4,8.89,103.5,70.5
08-31-2021,15:38:29,682.3,100.5,8.89,103.5,70.5
08-31-2021,15:38:59,682.2,100.5,8.89,103.5,70.5
08-31-2021,15:39:29,682.1,100.6,8.89,103.6,70.5
08-31-2021,15:39:59,682.2,100.6,8.89,103.6,70.6
08-31-2021,15:40:29,682.1,100.5,8.89,103.6,70.6
09-06-2021,09:55:28,686.8,92,8.91,94.8,62.5
09-06-2021,09:55:58,686.8,92.1,8.91,94.9,62.5
09-06-2021,09:56:28,686.9,92.1,8.91,94.9,62.6
09-06-2021,09:56:58,686.9,92.2,8.91,95,62.6
09-06-2021,09:57:28,686.9,92.3,8.91,95.1,62.7
09-06-2021,09:57:58,686.9,92.4,8.92,95.2,62.8
09-06-2021,09:58:28,686.9,92.5,8.92,95.3,62.8
09-06-2021,09:58:58,686.9,92.6,8.92,95.4,62.9
09-06-2021,09:59:28,686.9,92.7,8.92,95.5,62.9
09-06-2021,09:59:58,687,92.8,8.92,95.6,63
09-06-2021,10:00:28,686.8,92.8,8.92,95.6,63
09-06-2021,10:00:58,687,92.9,8.93,95.7,63.1
09-06-2021,10:01:28,686.9,93,8.93,95.8,63.1
09-06-2021,10:01:58,686.9,93,8.93,95.8,63.2
09-06-2021,10:02:28,687,93.1,8.94,95.9,63.2
09-06-2021,10:02:58,687,93.2,8.94,96,63.2
09-06-2021,10:03:28,686.9,93.2,8.94,96.1,63.3
09-06-2021,10:03:58,687,93.3,8.94,96.1,63.3
09-06-2021,10:04:28,687,93.3,8.94,96.2,63.4
09-06-2021,10:04:58,687.1,93.4,8.95,96.2,63.4
09-06-2021,10:05:28,687.1,93.4,8.95,96.3,63.4
09-06-2021,10:05:58,687,93.5,8.95,96.3,63.5
09-06-2021,10:06:28,687.1,93.5,8.95,96.4,63.5
09-06-2021,10:06:58,687.1,93.6,8.95,96.4,63.5
09-06-2021,10:07:28,687.1,93.7,8.95,96.5,63.6
09-06-2021,10:07:58,687,93.8,8.95,96.6,63.6
09-06-2021,10:08:28,687.1,93.9,8.96,96.7,63.7
09-06-2021,10:08:58,687.1,93.9,8.96,96.8,63.8
09-06-2021,10:09:28,687,94,8.96,96.8,63.8
09-06-2021,10:09:58,687.1,94.1,8.97,97,63.9
09-06-2021,10:10:28,687.1,94.2,8.96,97,64
09-06-2021,10:10:58,687.1,94.3,8.97,97.1,64
09-06-2021,10:11:28,687,94.3,8.97,97.2,64
09-06-2021,10:11:58,687.1,94.3,8.97,97.2,64
09-06-2021,10:12:28,687,94.4,8.97,97.2,64.1
09-06-2021,10:12:58,687.1,94.4,8.97,97.2,64.1
